id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
38338852,Rental unit in Shinjuku City · 1 bedroom · 1 bed · 1 bath,289980345,Lili,,Shinjuku Ku,35.69779,139.70602,Entire home/apt,15000,1,0,,,9,0,0,Special Economic Zoning Act | 30新保衛環 第126号
38340033,Home in Taito City · ★4.85 · 3 bedrooms · 5 beds · 2 baths,90411373,Kei,,Taito Ku,35.714,139.79838,Entire home/apt,47368,2,39,2023-06-21,0.86,1,56,26,M130019745
38512291,Home in 墨田区 · ★4.75 · 2 bedrooms · 4 beds · 1.5 baths,288778814,Mie,,Sumida Ku,35.7303,139.82456,Entire home/apt,19143,1,85,2023-06-27,1.87,3,96,35,Hotels and Inns Business Act | 東京都墨田区保健所 | 31墨福衛生環第132号
38362257,Condo in 中野区 · ★4.68 · 1 bedroom · 2 beds · 1 bath,275916556,林,,Nakano Ku,35.706367,139.672775,Entire home/apt,2780,2,19,2022-07-31,0.44,8,0,1,Hotels and Inns Business Act | 東京都中野保健所 | 31中健衛環第248号
38524417,Condo in 新宿区 · ★4.58 · 2 bedrooms · 1 bed · 1 bath,293823396,Xin,,Shinjuku Ku,35.69519,139.70572,Entire home/apt,31857,2,41,2023-06-09,0.90,2,124,23,M130021493
38362644,Rental unit in 中野区 · ★4.88 · 1 bedroom · 1 bed · 1 bath,275916556,林,,Nakano Ku,35.706318,139.673019,Entire home/apt,7280,2,65,2023-06-10,1.51,8,10,35,Hotels and Inns Business Act | 中野区中野保健所 | 31中健衛環第248号
38362673,Condo in 中野区 · ★4.76 · 1 bedroom · 1 bed · 1 bath,275916556,林,,Nakano Ku,35.706291,139.672867,Entire home/apt,6780,2,59,2023-06-05,1.37,8,2,27,Hotels and Inns Business Act | 中野区中野保健所 | 31中健衛環第248号
38527544,Rental unit in Toshima City · ★4.90 · 2 bedrooms · 4 beds · 1 bath,202919349,島田,,Toshima Ku,35.7345,139.71822,Entire home/apt,13511,1,213,2023-06-28,4.88,1,285,56,Hotels and Inns Business Act | 豊島区池袋保健所 | 元豊池保衛環き第２８号
38362721,Condo in 中野区 · ★4.81 · 1 bedroom · 1 bed · 1 bath,275916556,林,,Nakano Ku,35.706371,139.672852,Entire home/apt,5380,1,128,2023-06-24,2.97,8,9,39,Special Economic Zoning Act | 31中健衛環第248号
38527852,Home in Bunkyo City · ★4.58 · 2 bedrooms · 2 beds · 1 bath,262537153,Motohiro,,Bunkyo Ku,35.71863,139.76346,Entire home/apt,15000,3,12,2021-08-15,0.27,1,0,0,M130018924
38363235,Rental unit in Shinjuku City · ★4.22 · 1 bedroom · 1 bath,144246778,BIG House,,Shinjuku Ku,35.70333,139.69718,Entire home/apt,6857,1,23,2023-06-23,0.50,20,62,10,Hotels and Inns Business Act | 東京都新宿保健所 | 30新保衛環第213号
38535180,Rental unit in Koto City · ★4.71 · 1 bedroom · 2 beds · 1 bath,293219732,Yoshiya,,Koto Ku,35.69861,139.83082,Entire home/apt,8829,2,56,2023-06-14,1.26,9,96,28,Hotels and Inns Business Act | 東京都江東区保健所 | 30江健生環き第131号
38365243,Rental unit in Taito City · ★4.67 · 2 bedrooms · 3 beds · 1 bath,292115979,一遊,,Taito Ku,35.72091,139.78868,Entire home/apt,11270,2,21,2023-06-21,0.47,11,110,3,M130019941
38536825,Villa in Shinjuku City · ★3.75 · 1 bedroom · 2 beds · 1.5 baths,185713980,勝,,Shinjuku Ku,35.69925,139.70517,Private room,12857,2,8,2023-05-22,0.19,4,63,7,
38372207,Rental unit in Shinjuku City · ★4.37 · 1 bedroom · 1 bed · 1 bath,144246778,BIG House,,Shinjuku Ku,35.69942,139.70796,Entire home/apt,10600,1,30,2023-05-29,0.66,20,70,8,Hotels and Inns Business Act | 東京都新宿保健所 | 30新保衛環第129号
38536853,Rental unit in Koto City · ★4.76 · 1 bedroom · 1 bed · 1 bath,293219732,Yoshiya,,Koto Ku,35.69958,139.82918,Entire home/apt,9514,2,42,2023-05-29,0.94,9,97,15,Hotels and Inns Business Act | 東京都江東区保健所 | 30江健生環き第131号
38374034,Rental unit in Shinjuku City · ★3.95 · 2 bedrooms · 1 bed · 1 bath,144246778,BIG House,,Shinjuku Ku,35.69867,139.70614,Entire home/apt,18000,1,42,2023-05-31,0.92,20,68,22,Hotels and Inns Business Act | 東京都新宿保健所 | 30新保衛環第129号
38537291,Rental unit in Koto City · ★4.61 · 1 bedroom · 2 beds · 1 bath,293219732,Yoshiya,,Koto Ku,35.69952,139.82909,Entire home/apt,9514,2,59,2023-06-05,1.33,9,135,21,Hotels and Inns Business Act | 東京都江東区保健所 | 30江健生環き第131号
38376151,Rental unit in Sumida City · ★4.52 · 1 bedroom · 1.5 baths,189502014,雲逸,,Sumida Ku,35.71127,139.81463,Entire home/apt,8537,1,44,2023-06-26,0.96,14,51,28,Hotels and Inns Business Act | 東京都墨田区保健所 | 31墨福衛生環第319号
38537655,Rental unit in Koto City · ★4.49 · 1 bedroom · 2 beds · 1 bath,293219732,Yoshiya,,Koto Ku,35.69961,139.82886,Entire home/apt,8714,2,49,2023-06-12,1.12,9,108,25,Hotels and Inns Business Act | 東京都江東区保健所 | 30江健生環き第131号
38388940,Rental unit in Taito City · ★4.11 · 1 bedroom · 1 bed · 1.5 baths,246094628,Misa,,Taito Ku,35.72545,139.78824,Entire home/apt,7414,1,19,2023-06-25,0.42,6,239,8,Hotels and Inns Business Act | 台东区保健所 | 30台台健生環き第304号
38545428,Rental unit in Koto City · ★4.62 · 1 bedroom · 1 bed · 1 bath,293219732,Yoshiya,,Koto Ku,35.7,139.82919,Entire home/apt,8857,2,79,2023-06-12,1.79,9,88,37,Hotels and Inns Business Act | 東京都江東区保健所 | 30江健生環き第131号
38545760,Rental unit in Koto City · ★4.68 · 1 bedroom · 2 beds · 1 bath,293219732,Yoshiya,,Koto Ku,35.69788,139.82947,Entire home/apt,8571,2,60,2023-06-14,1.36,9,68,36,Hotels and Inns Business Act | 東京都江東区保健所 | 30江健生環き第131号
38388948,Rental unit in Taito City · ★4.52 · 1 bedroom · 1 bed · 1.5 baths,246094628,Misa,,Taito Ku,35.72567,139.78818,Entire home/apt,7743,1,25,2023-06-14,0.55,6,268,11,Hotels and Inns Business Act | 台东区保健所 | 30台台健生環き第304号
38545952,Rental unit in Koto City · ★4.56 · 1 bedroom · 2 beds · 1 bath,293219732,Yoshiya,,Koto Ku,35.69872,139.82909,Entire home/apt,8457,2,63,2023-06-09,1.44,9,91,30,Hotels and Inns Business Act | 東京都江東区保健所 | 30江健生環き第131号
38397144,Rental unit in Taito City · ★4.81 · 2 bedrooms · 3 beds · 1 bath,292115979,一遊,,Taito Ku,35.71905,139.7901,Entire home/apt,12888,2,16,2023-06-19,0.35,11,94,4,M130019942
38559100,Rental unit in Shinjuku City · Studio · 2 beds · 1 bath,233431144,Asako,,Shinjuku Ku,35.70089,139.72441,Entire home/apt,25000,31,0,,,6,308,0,M130022254
38559206,Home in Shinjuku City · ★4.74 · 3 bedrooms · 7 beds · 1 bath,435389881,R,,Shinjuku Ku,35.69848,139.71075,Entire home/apt,30000,1,202,2023-06-25,4.40,6,166,61,Hotels and Inns Business Act | 新宿区保健所長 | 31新保衛環第114号
38416292,Rental unit in Taito City · ★4.80 · 2 bedrooms · 3 beds · 1 bath,292115979,一遊,,Taito Ku,35.71889,139.79041,Entire home/apt,12349,2,15,2020-12-17,0.33,11,88,0,M130019944
38417505,Rental unit in Suginami City · ★4.61 · 2 bedrooms · 2 beds · 1 bath,292767295,Ken,,Suginami Ku,35.70593,139.64816,Entire home/apt,15429,2,31,2023-05-09,0.67,1,131,6,Hotels and Inns Business Act | 杉並区杉並保健所 | 31杉保衛環第345号
38560480,Rental unit in Shinjuku City · ★4.78 · 1 bedroom · 1 bath,294212985,Akemi,,Shinjuku Ku,35.69738,139.70893,Entire home/apt,11886,2,64,2023-06-20,1.39,14,4,29,M130019821
38732414,Rental unit in 豊島区 · ★5.0 · 1 bedroom · 2 beds · 1 private bath,128821251,Akira,,Toshima Ku,35.73965,139.70003,Private room,5845,1,12,2022-04-21,0.26,28,0,0,
38568853,Rental unit in Shinjuku City · ★4.61 · 1 bedroom · 2 beds · 1 bath,294212985,Akemi,,Shinjuku Ku,35.69918,139.71112,Entire home/apt,11629,2,62,2023-06-25,1.35,14,53,28,M130019897
38569083,Rental unit in Shinjuku City · ★4.71 · 1 bedroom · 2 beds · 1 bath,294212985,Akemi,,Shinjuku Ku,35.69809,139.71084,Entire home/apt,12157,2,62,2023-06-28,1.35,14,14,37,m130019823
38732567,Rental unit in 豊島区 · ★4.64 · 1 bedroom · 2 beds · 1 private bath,128821251,Akira,,Toshima Ku,35.73767,139.70175,Private room,5845,1,14,2023-05-05,0.31,28,0,8,M130020119
38569864,Rental unit in Shinjuku City · ★4.57 · 1 bedroom · 2 beds · 1 bath,294212985,Akemi,,Shinjuku Ku,35.69949,139.71036,Entire home/apt,11926,2,42,2023-05-27,0.92,14,20,12,M130019824
38732649,Rental unit in 豊島区 · ★5.0 · 1 bedroom · 2 beds · 1 private bath,128821251,Akira,,Itabashi Ku,35.73982,139.70183,Private room,5845,1,12,2022-06-04,0.26,28,0,0,
38581617,Serviced apartment in Setagaya City · ★4.75 · 2 bedrooms · 2 beds,211851828,Paul,,Setagaya Ku,35.65113,139.68342,Hotel room,39831,1,44,2023-06-12,0.97,13,140,16,Hotels and Inns Business Act | 世田谷区保健所 | 31世保生環き第35号
38590730,Home in Shibuya City · 2 bedrooms · 4 beds · 1 bath,290270909,Plays,,Shibuya Ku,35.686047575264396,139.67876056491045,Entire home/apt,25000,20,2,2021-09-04,0.08,8,269,0,M130019875
38732834,Rental unit in Toshima City · ★4.62 · 1 bedroom · 1 bed · 1 bath,80623118,Kaneko,,Toshima Ku,35.72677,139.70393,Entire home/apt,10937,1,29,2023-06-10,0.64,8,154,16,M130019212
38593529,Home in Setagaya City · ★4.69 · 1 bedroom · 5 beds · 1 bath,294494020,Shin,,Setagaya Ku,35.64013,139.66678,Entire home/apt,30714,1,90,2023-06-25,2.08,1,66,51,Hotels and Inns Business Act | 世田谷区世田谷保健所 | 31世保生環き第172号
38732949,Rental unit in 豊島区 · ★5.0 · 1 bedroom · 1 bed · 1 private bath,128821251,Akira,,Itabashi Ku,35.73936,139.70184,Private room,5260,1,8,2020-03-21,0.18,28,0,0,
38733045,Rental unit in 豊島区 · ★4.77 · 1 bedroom · 1 bed · 1 private bath,128821251,Akira,,Itabashi Ku,35.73797,139.70192,Private room,5845,1,13,2023-06-26,0.29,28,0,5,
38609418,Home in Sumida City · 1 bedroom · 4 beds · 3 shared baths,111369542,黒川,,Sumida Ku,35.69447,139.79038,Private room,5000,1,1,2020-01-02,0.02,14,0,0,
38733142,Rental unit in 豊島区 · ★4.88 · 1 bedroom · 2 beds · 1 private bath,128821251,Akira,,Toshima Ku,35.73982,139.70024,Private room,5845,1,17,2023-06-25,0.38,28,0,2,M130020128
38609490,Home in Sumida City · 1 bedroom · 4 beds · 3 shared baths,111369542,黒川,,Sumida Ku,35.69442,139.7919,Private room,8000,1,1,2019-10-19,0.02,14,0,0,
38733179,Rental unit in Toshima City · ★4.38 · 1 bedroom · 1 bed · 1 bath,80623118,Kaneko,,Toshima Ku,35.72492,139.70261,Entire home/apt,10937,1,21,2023-06-21,0.46,8,134,15,M130019213
38609589,Home in Sumida City · 1 bedroom · 4 beds · 3 shared baths,111369542,黒川,,Sumida Ku,35.69476,139.79205,Private room,5000,1,1,2019-10-13,0.02,14,0,0,
38648746,Rental unit in Taito City · ★4.44 · 5 bedrooms · 8 beds · 2 baths,28340699,Kimmy And Dee,,Taito Ku,35.70312,139.77708,Entire home/apt,26000,2,39,2023-06-10,0.87,6,251,23,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10130号
38733219,Rental unit in Arakawa City · ★4.74 · 3 bedrooms · 6 beds · 2 baths,264861612,勝哉,,Arakawa Ku,35.72922,139.7729,Entire home/apt,50000,1,316,2023-06-04,7.16,2,139,97,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第２１号
38648876,Rental unit in Taito City · ★4.41 · 3 bedrooms · 5 beds · 2 baths,28340699,Kimmy And Dee,,Taito Ku,35.705,139.77641,Entire home/apt,19000,2,17,2023-06-15,0.38,6,268,9,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10130号
38733282,Home in Ota City · ★4.79 · 2 bedrooms · 3 beds · 1 bath,296207806,Jan,,Ota Ku,35.57497,139.72952,Entire home/apt,15714,2,82,2023-06-11,1.82,1,310,35,Special Economic Zoning Act | 31健生発第11500号
38734561,Rental unit in Toshima City · ★4.47 · 1 bedroom · 1 bed · 1 bath,80623118,Kaneko,,Toshima Ku,35.72658,139.70252,Entire home/apt,10937,1,34,2023-06-17,0.75,8,173,24,M130019214
38648957,Rental unit in Taito City · 8 bedrooms · 16 beds · 3 baths,28340699,Kimmy And Dee,,Taito Ku,35.70359,139.77527,Entire home/apt,40000,3,0,,,6,222,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10130号
38649437,Rental unit in 豊島区 · ★4.98 · 1 bedroom · 1 bed · 2 shared baths,128821251,Akira,,Toshima Ku,35.73851395150767,139.70007767968627,Private room,3366,1,43,2023-06-18,0.95,28,11,22,
38735321,Rental unit in Toshima City · ★4.0 · 1 bedroom · 1 bed · 1 bath,80623118,Kaneko,,Toshima Ku,35.72641,139.70223,Entire home/apt,10937,1,23,2023-06-26,0.51,8,147,21,M130019216
38649888,Rental unit in 豊島区 · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,128821251,Akira,,Itabashi Ku,35.73798,139.70197,Private room,3503,1,14,2021-04-27,0.31,28,0,0,
38650024,Rental unit in 豊島区 · ★4.65 · 1 bedroom · 1 bed · 2 shared baths,128821251,Akira,,Itabashi Ku,35.73774,139.70215,Private room,3503,1,34,2023-05-29,0.75,28,0,14,
38736387,Home in Katsushika City · ★4.54 · 1 bedroom · 5 beds · 1.5 baths,296234165,Ukiyo,,Katsushika Ku,35.74742,139.85396,Entire home/apt,20000,1,61,2023-06-14,1.37,1,40,39,Hotels and Inns Business Act | 葛飾区保健所 | 31葛保生環第84号
38650200,Rental unit in 豊島区 · ★4.93 · 1 bedroom · 1 bed · 2 shared baths,128821251,Akira,,Itabashi Ku,35.73977,139.70172,Private room,3673,1,27,2023-05-30,0.60,28,16,11,
38739107,Rental unit in Shibuya City · ★4.59 · 1 bedroom · 2 beds · 1 bath,237314820,Samurai,,Shibuya Ku,35.66398,139.69507,Entire home/apt,31114,1,49,2023-04-07,1.09,12,12,8,Hotels and Inns Business Act | 東京都渋谷保健所 | 31渋健生収第2667号
38650347,Rental unit in 豊島区 · ★4.85 · 1 bedroom · 2 beds · 2 shared baths,128821251,Akira,,Toshima Ku,35.73963,139.69999,Private room,3981,1,33,2023-06-24,0.73,28,32,19,
38650492,Rental unit in 豊島区 · ★4.91 · 1 bedroom · 1 bed · 2 shared baths,128821251,Akira,,Toshima Ku,35.73769,139.70172,Private room,3673,1,22,2023-06-25,0.49,28,20,11,
38740235,Rental unit in Minato City · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,218369769,Tatsunari,,Minato Ku,35.64856,139.73562,Private room,7500,21,3,2023-06-14,0.25,19,264,3,
38746000,Condo in Kita City · ★4.52 · 1 bedroom · 1 bed · 1 shared bath,193171483,Liyan,,Kita Ku,35.73842,139.74887,Private room,3990,1,31,2023-06-24,0.68,12,327,9,
38650541,Rental unit in 豊島区 · ★4.87 · 1 bedroom · 1 bed · 2 shared baths,128821251,Akira,,Itabashi Ku,35.73936,139.70182,Private room,3503,1,15,2023-06-26,0.33,28,0,5,
38653834,Rental unit in Shinjuku City · ★4.73 · 1 bedroom · 2 beds · 1.5 baths,67293077,Kimie,,Shinjuku Ku,35.70606,139.74165,Entire home/apt,13071,1,26,2023-06-13,0.58,11,349,10,Hotels and Inns Business Act | 新宿区保健所 | 2新保衛環第42号
38654606,Rental unit in Shinjuku City · ★4.60 · 1 bedroom · 1 bed · 1.5 baths,67293077,Kimie,,Shinjuku Ku,35.70606,139.74165,Entire home/apt,12214,1,35,2023-06-26,0.80,11,353,13,Hotels and Inns Business Act | 新宿区保健所 | 2新保衛環第42号
38746274,Condo in Kita City · ★4.74 · 1 bedroom · 1 bed · 1.5 shared baths,193171483,Liyan,,Toshima Ku,35.7383,139.74842,Private room,4569,1,19,2023-06-28,0.42,12,337,4,
38654986,Rental unit in Shinjuku City · ★4.67 · 1 bedroom · 2 beds · 1.5 baths,67293077,Kimie,,Shinjuku Ku,35.70606,139.74165,Entire home/apt,14757,1,27,2022-04-26,0.60,11,0,0,Hotels and Inns Business Act | 新宿区保健所 | 2新保衛環第42号
38761738,Rental unit in Toshima City · ★3.87 · 1 bedroom · 1 bed · 1 bath,80623118,Kaneko,,Toshima Ku,35.7263,139.70226,Entire home/apt,11520,1,15,2023-05-20,0.33,8,174,4,M130019211
38675854,Home in Sumida City · ★4.71 · 1 bedroom · 4 beds · 3 shared baths,111369542,黒川,,Sumida Ku,35.69439,139.79189,Private room,5000,1,8,2020-03-12,0.18,14,0,0,Hotels and Inns Business Act | 東京都墨田区墨田保健所 | 31墨福衛生環第65号
38761901,Rental unit in Toshima City · ★4.53 · 1 bedroom · 1 bed · 1 bath,80623118,Kaneko,,Toshima Ku,35.7255,139.70218,Entire home/apt,10937,1,34,2023-06-19,0.74,8,152,18,M130019217
38762271,Rental unit in Taito City · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,29966538,Ostay-Jennie,,Taito Ku,35.70983,139.77823,Entire home/apt,15286,1,42,2023-06-12,0.99,11,348,29,M130021175
38675967,Home in Sumida City · 1 bedroom · 4 beds · 3 shared baths,111369542,黒川,,Sumida Ku,35.69621,139.7917,Private room,5000,1,1,2020-01-03,0.02,14,0,0,
38762460,Rental unit in Shibuya City · ★4.74 · 2 bedrooms · 6 beds · 1 bath,229061804,Kenta,,Shibuya Ku,35.65986,139.69778,Entire home/apt,40000,30,78,2023-03-17,1.74,2,116,1,M130016371
38676035,Home in Sumida City · ★4.50 · 1 bedroom · 2 beds · 3 shared baths,111369542,黒川,,Sumida Ku,35.69478,139.79198,Private room,5000,1,4,2020-03-19,0.09,14,0,0,
38764461,Home in Taito City · ★4.93 · 1 bedroom · 3 beds · 1 bath,296451336,Tomohito,,Taito Ku,35.71648,139.79616,Entire home/apt,15143,2,67,2023-06-24,1.54,1,56,28,M130021695
38676193,Hotel in Taito City · 1 bedroom · 1 bed · 1 shared bath,288996903,カンガルーホテル,,Taito Ku,35.72699,139.79891,Hotel room,4286,1,1,2019-11-03,0.02,6,0,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 20台台健生環き第71号
38676850,Home in Shinjuku City · ★4.83 · 2 bedrooms · 4 beds · 2 baths,295541780,Yao,,Shinjuku Ku,35.7144,139.68259,Entire home/apt,18829,1,59,2023-06-24,1.31,1,0,26,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第121号
38765819,Hostel in 豊島区 · 1 bedroom · 1 bed · 1 private bath,291686177,サクラホテル池袋,,Toshima Ku,35.73444,139.70785,Private room,14900,1,1,2022-12-18,0.15,11,88,1,Hotels and Inns Business Act | 豊島区池袋保健所長 | 19豊池保衛環き第70号
38765922,Hostel in 豊島区 · 1 bedroom · 1 bed · 1 private bath,291686177,サクラホテル池袋,,Toshima Ku,35.73504,139.70835,Private room,14900,1,0,,,11,81,0,Hotels and Inns Business Act | 豊島区池袋保健所長 | 19豊池保衛環き第70号
38677249,Condo in Sumida City · ★4.89 · 1 bedroom · 2 beds · 1 bath,229627088,宅東zaito,,Sumida Ku,35.70511,139.81595,Entire home/apt,8550,1,35,2023-06-07,0.80,60,172,20,Hotels and Inns Business Act | 墨田区保健所 | 3墨福衛生環第328号
38677536,Condo in Sumida City · ★4.65 · 1 bedroom · 2 beds · 1 bath,229627088,宅東zaito,,Sumida Ku,35.70465,139.8145,Entire home/apt,8821,1,37,2023-05-31,0.84,60,170,14,Hotels and Inns Business Act | 墨田区保健所 | 3墨福衛生環第328号
38766047,Hostel in 豊島区 · 1 bedroom · 2 beds · 1 private bath,291686177,サクラホテル池袋,,Toshima Ku,35.73499,139.70899,Private room,20400,1,0,,,11,53,0,Hotels and Inns Business Act | 豊島区池袋保健所長 | 19豊池保衛環き第70号
38766156,Hostel in 豊島区 · 1 bedroom · 1 bed · 1 private bath,291686177,サクラホテル池袋,,Toshima Ku,35.73468,139.70979,Private room,19600,1,0,,,11,55,0,Hotels and Inns Business Act | 豊島区池袋保健所長 | 19豊池保衛環き第70号
38677942,Condo in Sumida City · ★4.71 · 1 bedroom · 1 bed · 1 bath,229627088,宅東zaito,,Sumida Ku,35.7049,139.81403,Entire home/apt,4343,1,34,2023-06-15,0.80,60,175,15,Hotels and Inns Business Act | 墨田区保健所 | 3墨福衛生環第328号
38678187,Condo in Sumida City · ★4.55 · 1 bedroom · 1 bed · 1 bath,229627088,宅東zaito,,Sumida Ku,35.70642,139.81408,Entire home/apt,5021,1,42,2023-05-31,0.99,60,165,23,Hotels and Inns Business Act | 墨田区保健所 | 3墨福衛生環第328号
38678356,Condo in Sumida City · ★4.73 · 1 bedroom · 2 beds · 1 bath,229627088,宅東zaito,,Sumida Ku,35.70615,139.81597,Entire home/apt,6379,1,30,2023-06-03,0.68,60,170,13,Hotels and Inns Business Act | 墨田区保健所 | 3墨福衛生環第328号
38766280,Hostel in 豊島区 · 1 bedroom · 2 beds · 1 private bath,291686177,サクラホテル池袋,,Toshima Ku,35.73468,139.70783,Private room,25200,1,0,,,11,74,0,Hotels and Inns Business Act | 豊島区池袋保健所長 | 19豊池保衛環き第70号
38678428,Condo in Sumida City · ★4.63 · 1 bedroom · 2 beds · 1 bath,229627088,宅東zaito,,Sumida Ku,35.70698,139.81525,Entire home/apt,5496,1,32,2023-05-14,0.76,60,179,12,Hotels and Inns Business Act | 墨田区保健所 | 3墨福衛生環第328号
38766340,Hostel in 豊島区 · 1 bedroom · 1 bed · 1 private bath,291686177,サクラホテル池袋,,Toshima Ku,35.73444,139.7099,Private room,10414,1,2,2023-05-18,0.71,11,79,2,Hotels and Inns Business Act | 豊島区池袋保健所長 | 19豊池保衛環き第70号
38766434,Hostel in 豊島区 · 1 bedroom · 1 bed · 1 private bath,291686177,サクラホテル池袋,,Toshima Ku,35.73315,139.70939,Private room,5100,1,1,2023-06-05,1,11,67,1,Hotels and Inns Business Act | 豊島区池袋保健所長 | 19豊池保衛環き第70号
38678503,Condo in Sumida City · ★4.64 · 1 bedroom · 2 beds · 1 bath,229627088,宅東zaito,,Sumida Ku,35.70461,139.8146,Entire home/apt,5157,1,28,2023-06-08,0.67,60,167,15,Hotels and Inns Business Act | 墨田区保健所 | 3墨福衛生環第328号
38678583,Condo in Sumida City · ★4.52 · 1 bedroom · 2 baths,229627088,宅東zaito,,Sumida Ku,35.70668,139.81582,Entire home/apt,11604,1,29,2023-06-07,0.66,60,174,17,Hotels and Inns Business Act | 墨田区保健所 | 3墨福衛生環第328号
38680307,Condo in Itabashi City · 2 bedrooms · 1 bed · 1 bath,243229864,三保子,,Itabashi Ku,35.77941,139.68129,Entire home/apt,8000,2,0,,,1,0,0,M130018614
38766537,Hostel in 豊島区 · 1 bedroom · 1 bed · 1 private bath,291686177,サクラホテル池袋,,Toshima Ku,35.73342,139.70975,Private room,5100,1,1,2023-05-28,0.91,11,73,1,Hotels and Inns Business Act | 豊島区池袋保健所長 | 19豊池保衛環き第70号
38766568,Hostel in 豊島区 · 1 bedroom · 2 beds · 1 private bath,291686177,サクラホテル池袋,,Toshima Ku,35.73294,139.70951,Private room,18871,1,0,,,11,80,0,Hotels and Inns Business Act | 豊島区池袋保健所長 | 19豊池保衛環き第70号
38680636,Villa in Toshima City · ★4.81 · 5 bedrooms · 5 beds · 1.5 baths,224529223,Hanako,,Toshima Ku,35.73920804045916,139.7151348376653,Entire home/apt,52428,2,16,2023-06-20,0.35,1,104,7,M130015730
38766864,Hostel in 豊島区 · 1 bedroom · 2 beds · 1 private bath,291686177,サクラホテル池袋,,Toshima Ku,35.73268,139.70815,Private room,33057,1,0,,,11,73,0,Hotels and Inns Business Act | 豊島区池袋保健所長 |  19豊池保衛環き第70号
38769505,Rental unit in Shibuya City · ★4.66 · 1 bedroom · 4 beds · 1 bath,237314820,Samurai,,Shibuya Ku,35.66256,139.69449,Entire home/apt,32786,1,85,2023-05-24,1.91,12,29,14,Hotels and Inns Business Act | 東京都渋谷保健所 | 第31渋健生収第2667号	
38683274,Home in Taito City · 2 bedrooms · 1 bath,265089516,Airi,,Taito Ku,35.7185,139.7907,Entire home/apt,30000,2,1,2020-01-04,0.02,11,0,0,M130020184
38769711,Rental unit in Shibuya City · ★4.75 · 1 bedroom · 2 beds · 1 bath,237314820,Samurai,,Shibuya Ku,35.66176,139.69656,Entire home/apt,23529,1,53,2023-04-06,1.18,12,47,5,Hotels and Inns Business Act | 東京都渋谷保健所 | 第31渋健生収第2667号	
38688769,Home in Taito City · 2 bedrooms · 1 bath,265089516,Airi,,Taito Ku,35.71701,139.78932,Entire home/apt,30000,2,2,2019-10-13,0.04,11,0,0,M130020184
38694014,Home in 江東区 · ★4.84 · 3 bedrooms · 6 beds · 1 bath,206528765,Toshi & Wakana,,Koto Ku,35.69181,139.81693,Entire home/apt,41641,1,275,2023-06-12,6.07,1,205,68,Hotels and Inns Business Act | 東京都江東区保健所 | 31江健生環き第72号
38769883,Rental unit in Shibuya City · ★4.54 · 1 bedroom · 2 beds · 1 bath,237314820,Samurai,,Shibuya Ku,35.66214,139.69663,Entire home/apt,25714,1,67,2023-06-13,1.48,12,37,9,Hotels and Inns Business Act | 東京都渋谷保健所 | 31渋健生収第2667号
38773262,Hotel in Taito-Ku · ★4.88 · 1 bedroom · 1 bed · 1 private bath,16894613,Mieca,,Taito Ku,35.7203,139.78003,Private room,7129,2,42,2023-06-21,0.96,5,101,30,Hotels and Inns Business Act | 台東区台東保健所 | 31台台健生環き第10050号
38706852,Home in Shibuya City · ★4.23 · 3 bedrooms · 6 beds · 1.5 baths,290270909,Plays,,Shibuya Ku,35.684018209294095,139.6820333794392,Entire home/apt,35857,2,52,2023-05-26,1.14,8,40,26,M130020317
38708968,Home in Shibuya City · ★3.94 · 3 bedrooms · 2 beds · 1.5 baths,290270909,Plays,,Shibuya Ku,35.68064,139.67998,Entire home/apt,35086,1,36,2023-05-19,0.80,8,41,15,M130020318
38774012,Hut in 墨田区 · ★4.81 · 1 bedroom · 1 shared bath,25098992,Tetsuya,,Sumida Ku,35.73747,139.81879,Private room,6000,2,36,2023-06-13,0.80,6,44,26,
38709381,Home in Shinjuku City · ★4.43 · 4 bedrooms · 2 beds · 1.5 baths,290270909,Plays,,Shinjuku Ku,35.70911,139.71538,Entire home/apt,41314,1,42,2023-06-09,0.94,8,44,24,M130020494
38714508,Rental unit in Taito City · ★4.77 · 2 bedrooms · 3 beds · 1 bath,197190511,Hiroyuki,,Taito Ku,35.7163,139.78726,Entire home/apt,15929,4,57,2023-06-19,1.26,4,32,41,Hotels and Inns Business Act | 東京都保健所 | 31台台健生環き第10114号
38786050,Rental unit in Nakano City · ★4.80 · 2 bedrooms · 2 beds · 1 bath,17228309,ZenHOMES,,Nakano Ku,35.69895,139.67276,Entire home/apt,15000,2,30,2023-06-21,0.69,11,38,21,M130020018
38786131,Rental unit in Nakano City · ★4.81 · 2 bedrooms · 2 beds · 1 bath,17228309,ZenHOMES,,Nakano Ku,35.69905,139.6725,Entire home/apt,15000,2,31,2023-06-24,0.71,11,41,29,M130020152
